가격,회사명,년식,종류,연비,마력,토크,연료,LPG,하이브리드,배기량,중량,변속기
1030,쉐보레,2013,경형,14,65,9.3,LPG,1,0,995,925,수동
864,쉐보레,2012,경형,21,70,9.4,가솔린,0,0,995,895,수동
864,쉐보레,2012,경형,17,70,9.4,가솔린,0,0,995,895,자동
1023,쉐보레,2012,경형,13.6,65,9.3,LPG,1,0,995,925,자동
1023,쉐보레,2012,경형,17,65,9.3,LPG,1,0,995,925,수동
829,쉐보레,2011,경형,21,70,9.4,가솔린,0,0,995,895,수동
829,쉐보레,2011,경형,17,70,9.4,가솔린,0,0,995,895,자동
965,쉐보레,2011,경형,13.6,65,9.3,LPG,1,0,995,910,자동
965,쉐보레,2011,경형,17,65,9.3,LPG,1,0,995,910,수동
807,대우,2015,경형,8.9,43,6.7,LPG,1,0,796,735,수동
862,대우,2015,경형,8.9,43,6.7,LPG,1,0,796,760,수동
796,대우,2012,경형,9.8,43,6.7,LPG,1,0,796,760,수동
741,대우,2012,경형,9.8,43,6.7,LPG,1,0,796,735,수동
958,대우,2015,경형,9.2,43,6.7,LPG,1,0,796,865,수동
964,대우,2015,경형,9,41,6.7,LPG,1,0,796,905,수동
904,대우,2013,경형,9.9,41,6.7,LPG,1,0,796,865,수동
910,대우,2013,경형,9.6,41,6.7,LPG,1,0,796,905,수동
