"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Liberia","LBR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4994680985.80285","5140539304.50753","5333978738.31138","3726043775.3668","3823660446.99479","4025596064.09128","4349411237.39163","4764139771.53765","5104570383.04993","5375140146.23236","5703014428.52143","6170705287.65218","6663980095.31372","7242899226.22102","7293700421.65451","7292346348.3915","7178953380.43013","7355207879.35259","7440349935.94077","7256774357.91125","7040310854.12534","",
"Libya","LBY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86540725665.8774","89724743548.1248","88143005632.4277","87297846968.7528","98660535669.2708","103062403709.244","115296662281.677","122791576264.405","130591686431.238","134075031340.204","133015648431.917","139694749537.903","52977949150.4267","118214760087.593","102137552746.2","77624540051.8971","70745422757.5003","68767756473.2848","87115614620.6817","100298646254.751","102842173262.421","70652572981.1017","",
"St. Lucia","LCA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1619374614.56154","1625458249.18542","1754732168.69569","1764965762.46097","1793179802.01373","1824528635.11916","1877852089.28888","1864817351.91383","1982048557.95643","2034981216.34038","2035973240.24775","1966585969.97306","1974775826.94113","2058992343.70691","2208627735.925","2199565631.93834","2335834382.13036","2375347790.40427","2492911399.75272","2422389440.42544","2461241233.47854","2596201214.21882","2591012660.90697","2508764135.27059","2552884914.65869","2518153306.95648","2609973113.02056","2701367915.57793","2780421310.42789","2778643406.5175","2212532552.25728","",
"Latin America & Caribbean","LCN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4672336727000.25","4828585310299.27","4967698578104.64","5186455820084.59","5467167725093.23","5503734704751.63","5728853068340.83","6035791217072.71","6201321286766.4","6235019159277.51","6457922324344.15","6484315284766.84","6520870050228.73","6685610966222.43","7052882512823.62","7331285559741.45","7702514645299.7","8105550797966.9","8405274305464.59","8230536306524.02","8762839527773.23","9163460184213.09","9405537517446.01","9683434598115.11","9834200312195.78","9905466103168.67","9913478862811.68","10107722606605.9","10283519619855.4","10370764001759.6","9670877790157.68","",
"Least developed countries: UN classification","LDC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800273593241.77","814631385905.358","817934228239.881","819172246116.287","823095250404.451","871287150687.469","921353606707.255","966128513410.091","1002685535791.08","1044688672971.88","1089637292754.57","1149066399691.74","1205690303961.12","1269420266919.35","1353104801115.75","1455990049802.56","1562558768025","1683026268515.58","1796297210875.42","1872799566706.16","1989471103927.16","2086457748733.78","2172793740715.03","2295810187430.77","2436054822089.57","2551935161035.15","2681915478483.56","2821945792665.74","2962284673700.87","3121025039245.47","3153640765697.36","",
"Low income","LIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402304601352.867","404587817998.586","398762681717.466","402592818206.331","402838224139.748","422417983820.265","445958998876.893","469167359729.69","482745133853.266","498525068051.738","513654421365.926","542633738188.402","564929576248.349","593313618410.502","630649367486.967","673619279461.826","718287608472.754","768517864218.658","814896493386.882","843363240169.098","902700093874.268","934755617610.453","941274688182.592","991501302470.73","1052681119671.3","1103126385423.44","1156676342471.09","1207540055276.89","1253863091166.4","1309963087194.42","1322601115768.4","",
"Liechtenstein","LIE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67194691693.7025","70285638940.6092","73378200905.3073","78441343180.9328","82833994647.5996","87389934954.3312","90710723823.2684","96521108252.8509","101056078247.482","105402035818.128","111726192918.683","109999567245.349","114360693342.258","121154026245.802","127750937215.529","135724828841.204","146132604897.676","156064983955.675","165350988064.641","171202614111","184926159796.233","200468709813.114","218800715813.452","226230603158.4","237453226027.88","249344131584.215","260531291492.816","269853543169.891","278683152393.769","284967949435.578","274797226353.498","",
"Lower middle income","LMC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6465858590607.62","6575103172596.18","6725731588783.55","6798385126371.86","6914071172082.12","7217745693383.14","7616320047173.5","7878838890195.63","7980948087643.72","8334155137520.79","8708470022615.85","9069037533600.18","9483335716120.47","10084902229935.7","10762683195322.1","11427210286576.5","12184279775883.7","13029255416102","13562714420046","14152531417652.5","15089263546167.4","15823898183685","16501281080253.9","17339269040232.1","18270969646649.6","19205622770104.3","20396856450165.8","21493703515937.7","22543963757971.9","23376436977433.7","22531553884762.7","",
"Low & middle income","LMY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18671838133622.9","18791657431715.7","18867246932762.9","19300784028936.5","19692772088883.2","20378581266825.1","21397772863728.3","22365623282358","22795022169606.6","23651524999338.8","24991466336929.7","25908907237505.9","27094537707770.3","28695324878078.5","30857016626128.7","32989808083723.9","35565834178426.8","38524659587827.5","40624186572493.9","41634722187049.6","44709862724131.2","47336531868404.6","49750576756702.1","52334883446011","54799400871285.5","57144450854892.7","59821423146254.3","62864137559306.9","65834238812783.3","68332694876037.9","66962049062736.6","",
"Lesotho","LSO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2277298348.86403","2435948777.62723","2605402264.76263","2696845800.05967","2858113757.34895","2952172524.68992","3117406676.574","3232863062.34577","3282573363.54154","3298199236.7457","3426022492.19321","3548043099.12973","3573725111.0103","3736678999.92187","3799917591.49334","3931627389.40838","4097938957.28988","4269557133.72291","4505323282.71637","4448758289.96563","4683042387.08269","4899129775.21934","5209480911.38836","5302862494.82886","5393570291.28648","5562257315.52179","5761851387.80813","5580816901.26206","5512555847.49346","5491529196.49182","4963571546.60989","",
"Late-demographic dividend","LTE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9765713119809.82","9764165119099.43","9626263356377.98","9897255988389.23","10172663472391.1","10658639806969.1","11127864104476.3","11665399650747.3","11875072133001.3","12402659220595.1","13266575528635.9","13926078273553.4","14728803325561.4","15718701326085.6","16971954011075.8","18233402124744.4","19875353106185","21827371528321.2","23281568589213.2","23905289971076","25723481662004.8","27463583156390.1","29013580712684.8","30552625329817.5","32014118452280.9","33339587088809.8","34711841861466.3","36458827130556.6","38344315688467.5","40070018137570.5","39927937783536.6","",
"Lithuania","LTU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38614951870.8962","40606890384.3649","43981697192.925","47269662757.9337","46730045922.2299","48456966648.5672","51619321062.895","55104355429.1282","60926657922.7044","64929228693.8814","69949795338.678","75135958038.9915","83481669656.9603","85664233657.0446","72952853508.4314","74157480683.2931","78635856993.3067","81658512980.3964","84557449673.47","87548255021.8647","89320742945.6501","91570579072.6829","95492177900.2528","99305476902.7311","103847482738.302","103709955999.877","",
"Luxembourg","LUX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27058203782.4807","29397165793.3673","29932092041.6185","31189434676.4903","32381158084.8733","32844921027.3998","33304117487.1364","35109145135.0818","37452509306.8221","40514319942.4656","43325256229.7298","44657228410.5875","46097610202.6895","47305081129.9502","49306980746.2262","50531211320.2321","53571530313.6657","57910110485.5414","57736278119.6883","55866226614.5878","57967027793.8481","58572376708.3729","59538763540.5786","61427208385.876","63038496898.925","64469334920.607","67678741186.3037","68570197215.6406","69944602559.6535","72241448143.8705","70958266479.9138","",
"Latvia","LVA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23858648395.2552","24476116015.5012","26639048534.992","28326880513.0408","29107620347.396","30759691793.119","32706248125.8851","35024167953.9915","37974076488.641","41119078903.6373","45525082080.4702","50972251002.2373","56040423000.4778","54223144195.8807","46497276951.5281","44418410720.8896","45557486647.4564","48763511484.5764","49744021263.3723","50689205542.3864","52658495004.3496","53905242557.0713","55691171159.2716","57912959510.2358","59351706426.0947","57204025761.8543","",
"Macao SAR, China","MAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16768952851.1903","17382578301.1057","19694376507.7636","20715804917.6853","21596725174.4958","22308596559.5944","22215107410.8446","22153086233.8854","21140439583.5331","20641891774.6424","21828161129.8157","22458618285.5725","24459761747.4611","27307064334.5311","34579093071.3336","37371509661.0946","42375648989.0865","48510256908.3208","50155373200.9979","50794429162.9998","63555423537.3578","77293937523.7902","84437715980.2139","93517140608.404","91601619302.3176","71894070155.1998","71405950685.7979","78534544016.2994","83611498767.388","81511194603.6944","37485855488.8218","",
"St. Martin (French part)","MAF","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95514012277.1449","102406387609.537","100258169122.424","99515665451.3299","110052384507.993","104103560236.847","116984164943.871","115158390325.37","123494191085.629","124829573985.693","127217405178.311","136529677833.45","140791382992.527","149184185632.673","156340578410.916","161486746932.61","173718773167.579","179853815200.901","190507056104.072","198591713244.194","206169412827.666","216984436144.216","223515583617.203","233652963487.435","239890315157.857","250772647041.978","253430476966.23","264212938334.625","272531689715.36","279639140385.546","262040741347.904","",
"Monaco","MCO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16816808195.5801","15828474253.3381","16089179434.1483","15036594420.6263","14530123648.0177","14836377395.875","15741396478.2773","16969225347.1499","18089194226.4708","19427794543.137","20884879160.8126","21887353329.2241","22543973981.5636","24302403984.7376","22844259675.3248","24466202131.4147","25889686484.2903","25737006167.9988","28064626385.0377","29467752649.67","29368082300.8843","30662887782.4774","32101220495.8184","33482047350.2943","34715326508.9704","32295999033.8527","",
"Madagascar","MDG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21492868990.5496","20137453104.2693","20375253255.7396","20803117923.2844","20794359540.0518","21143412061.7264","21598884390.8428","22396637590.9262","23273930592.992","24367625433.5787","25453656125.6413","26975844772.5754","23628689748.5994","25940731550.1918","27304436747.2238","28602993463.4281","30147128482.517","31868699608.0339","34007928308.722","32654851936.0287","32857063758.2718","33375688540.871","34380679957.2211","35171564947.5045","36346014939.0789","37484480464.4719","38981290520.7963","40514544581.3034","41808723575.626","43653003423.1667","40535912000.8971","",
"Maldives","MDV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2693313074.6769","2904971039.86258","3148928788.91511","3384931020.31642","3593972710.14495","3732190086.11859","3585006155.72206","3845578252.47613","4374347178.07753","4638284528.03537","4029321674.09061","5081437741.15739","5473413103.961","5992584544.75941","5559390108.34501","5963286975.13221","6474145879.95108","6637124988.72736","7120378969.23521","7642276131.94899","7862721295.74148","8361084209.65743","8963910866.51982","9692060901.42097","10359232216.5971","6888899565.78465","",
"Middle East & North Africa","MEA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2658127987727.97","2778117261870.39","2898738584005.18","2963046142486.72","3023632411859.16","3099655793705.24","3247223073101.73","3351256291630.29","3505396375097.17","3568339525401.57","3800637811784.13","3852546066001.53","3911188898799.71","4117468299533.42","4435599974406.76","4652038747983.14","4910505784445.99","5166437959093.52","5410247823192.49","5457571079981.98","5724765188838.81","5940101798551.52","6156126727362.18","6317577901636.12","6505868626329.52","6697317133817.76","7030866307497.17","7159943164214.77","7257516944194.62","7325545636269.82","7066150844287.41","",
"Mexico","MEX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1254868455670.13","1307758084624.53","1354067137753.94","1380351691180.64","1448555981850.09","1357423981459.04","1449365819303.77","1548601755928.37","1628570391754.09","1673413960949.48","1756121671424.3","1749020088772.35","1748323200787.2","1773610644818.55","1843146660769.6","1885682929642.06","1970445846167.37","2015597543061.93","2038647605904.25","1930889909604.8","2029715136393.72","2104063762786.11","2180700554407.38","2210229245319.37","2273215767224.61","2348076207005.29","2409843112983.73","2460766209923.96","2514779898431.96","2510338810804.89","2301753888959.42","",
"Marshall Islands","MHL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156074155.226862","156211227.733484","167366050.67101","177418458.469928","187846631.030436","203274951.627871","182331641.563523","170579158.77704","169181443.863071","167057975.117891","169320072.258563","180878004.604808","187645468.564867","184613350.643736","186365873.561042","190751887.719799","190082616.274463","196223058.510367","184097276.463265","189959901.567055","202627645.55482","201386938.225398","196764684.246353","204670649.313773","202725593.184295","205997425.040719","208702702.95779","215486698.704881","223189811.582733","238020024.058307","232765481.148488","",
"Middle income","MIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18292560998847.7","18410177708034.8","18490008509976.5","18919010224440.9","19309385483008.6","19977548816026.4","20974822959720.6","21921202549384.8","22338548577733","23179716775382.3","24502992190038.9","25394634553669.7","26558701750835.3","28131949273687","30257271462395.9","32349120530723.5","34881660571213.9","37791425256873.4","39847283932740.4","40831735529663.9","43850003288548.3","46443454220591.1","48845887389627.8","51382101512954.4","53789636712604.3","56086962472966.7","58712829713459.1","61705820258381","64630165955570.3","67075806937396.9","65697790251935.8","",
"North Macedonia","MKD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22713263722.1252","21311680992.7779","19912526794.2237","18425206141.5771","18101260398.3668","17899480635.717","18111608076.7938","18372411852.8562","18993167081.3759","19817285902.614","20718801146.8071","20083302346.1113","20383279698.8984","20836318811.3031","21810227017.6364","22840561474.9752","24013886864.9806","25568422675.1657","26967527119.3917","26870817560.5815","27773341375.8788","28423205915.0197","28293544018.0238","29121203082.9711","30178047511.2549","31341672325.2999","32234347464.2406","32583049847.4236","33521636109.2297","34832472717.237","33018242862.0694","",
"Mali","MLI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11955670444.6368","13359888303.2237","12929878589.6608","13340036083.646","13844280649.9888","13971789575.5745","14957609065.1426","15679915647.4829","16867146746.5274","17828733278.6168","17817887173.7521","20557608171.9297","21196190850.9999","23129080396.1117","23489893740.4851","25024906330.8644","26191614229.9494","27106648868.1619","28400488545.353","29765507550.239","31347227356.9123","32354455708.3495","32083734772.5945","32820078395.4881","35145277199.1621","37314373425.8626","39498122203.1308","41593677730.7733","43567915125.3895","45640075229.3188","45076214715.8519","",
"Malta","MLT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5704590991.90642","6061498275.63306","6345839064.02656","6630180207.20079","7004858634.98545","7449141316.41445","7730520395.29025","8136912317.57393","8553977995.45114","8957723608.28434","10720717386.33","10594781403.4678","10866565437.5537","11309276795.1382","11325140105.8312","11708336818.8961","12002232739.2476","12575304017.9827","13056480347.3209","12908436380.781","13624033544.0023","13687664709.3094","14251282678.1554","15031306070.2953","16178726547.9478","17733200081.7708","18458650654.6093","19957387003.9197","20991024940.2767","22153836691.6243","20602817870.1169","",
"Myanmar","MMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23322433798.3719","23569436494.8567","24627311961.757","26540050821.2661","28339404586.6692","30380820955.699","32412356176.2318","34368378417.0588","36348631873.8562","39430281285.7639","44326809181.5622","49853356084.229","55687717090.5035","62919504957.2552","71536511955.6956","81241829047.8949","92052573062.9383","103559592341.859","115028058777.222","127002300715.735","139790525720.746","150302853253.21","160051126576.817","172693036061.316","186853284338.746","192976988566.372","213254587482.142","225516863812.204","239961167803.758","256159650802.764","264289580224.124","",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1488627674077.64","1485256882798.7","1551788106017.78","1591074567036.58","1617895490976.46","1662985552775.22","1761833836008.15","1820055561311.83","1935269194589.41","2018825306421.92","2141698235035.47","2193305187971.8","2262038364734.25","2319942039348.58","2492103756202.48","2599033016837.98","2735355663586.62","2908306082678.42","3023710642696.39","3109704458134.77","3268881910286.53","3268909940231.64","3346702928650.77","3405210587156.41","3485985759514.36","3557246518843.32","3811399751407.51","3933857123013.63","3961581871622.64","3985194228173.28","3878447673069.29","",
"Montenegro","MNE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7667314618.75141","8043013549.80022","7286970162.98203","7512866251.4209","7595495963.85093","7740109187.93594","7932269733.21937","8283356192.3872","8629650307.87139","9368902355.33676","10006938670.8251","10729715093.0645","10107917696.1587","10384301631.502","10719553723.5075","10427575508.4614","10797648068.6123","10990245564.0007","11362856805.1005","11697979304.7539","12249710436.6236","12871737112.3062","13394708710.6518","11344394879.2473","",
"Mongolia","MNG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10872166319.5112","9926989677.24814","9008101282.25899","8722653330.10023","8908828133.20386","9476893045.63523","9688710498.66216","10066251796.7286","10402458224.7219","10721852078.3728","10844731165.4109","11164944685.9686","11693379113.6251","12512457589.9465","13841957004.4408","14846006255.9603","16116265411.0426","17767862926.833","19349268103.5318","19103803493.3723","20319791473.6829","23833241422.8668","26769453830.2182","29887805071.3905","32244525892.7466","33011892665.7025","33503698720.8571","35392260803.7048","38133349151.7365","40269672499.9901","38434280706.9494","",
"Northern Mariana Islands","MNP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6121236733.48307","6422735265.14514","6029361006.00852","6668384621.33662","7104056625.98657","7264591055.49117","8078408292.59654","8991354759.42547","9884308854.2469","11040627069.7139","11170939678.119","12521157126.4963","13684504331.7473","14625797460.571","15783635236.8726","16832601158.0554","18464416483.6883","19891669023.0327","21347292691.9843","22696056748.0606","24171834501.0452","25964752362.1171","27849388139.4062","29788710118.8997","31992631649.1491","34143585464.0944","35449309348.5047","36775580595.8018","38042063129.9955","38922587009.6066","38442318985.7428","",
"Mauritania","MRT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9251674742.75908","9417102762.19379","9593591108.15945","10157083866.6018","9846202727.61633","10813080184.307","11442274574.0402","10979469292.0152","11284457515.2977","11698955762.6431","11240587648.2627","11150719845.1564","11304765251.4638","12087989860.2001","12660085158.2239","13744584418.8538","16264406399.0669","15944091479.0297","15891303909.2665","15906857661.5356","16323653841.7756","17004804540.4672","17764921545.0567","18502310251.0798","19293251315.4216","20330521955.9758","20586871382.7043","21877780559.6941","22868132165.2962","24185320705.1866","23758855674.2014","",
"Mauritius","MUS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8459114515.30677","8834313993.8352","9409666237.13806","9887871396.64691","10296847887.2151","10738349599.7652","11338391812.7817","11983260289.6717","12710876683.844","13042749071.1757","14112618620.328","14585044273.9933","14820580873.3","15698766314.0481","16378526015.1107","16669661363.8448","17480731171.66","18481855468.5052","19477466102.5468","20123159099.4742","21003990668.9131","21860436385.9544","22624703115.9746","23384985019.178","24260653503.7677","25122651918.5157","26086842380.0703","27081834228.7363","28100023782.9701","28946502128.0602","24635011075.0369","",
"Malawi","MWI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8959427065.59354","9741605818.96895","9027255994.149","9902163225.89211","8888163715.77389","10375048411.0119","11134157659.9185","11556411581.5071","12006563123.2231","12371836162.6918","12566825930.4202","11941630883.6013","12144638610.351","12837567900.451","13533427972.3619","13975798627.8146","14632661162.1581","16037396634.3577","17262611522.7463","18700260846.9491","19985729051.1221","20955847353.5595","21351032619.6307","22461286315.2273","23741579636.117","24406343865.9445","25012607362.7099","26013119290.3345","27155534405.6584","28635017162.8855","28864096822.2423","",
"Malaysia","MYS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185816846156.11","203553932656.335","221639939722.364","243571086162.895","266008956416.734","292155203375.405","321378613908.161","344912340166.918","319528809018.782","339140247578.372","369184235021.714","371095410688.772","391101120886.55","413740006476.166","441805802153.521","465363502347.553","491353342260.003","522302637436.132","547539099001.908","539251937507.257","579290570878.449","609957708757.146","643343464539.826","673540221651.772","713997909958.051","750351345032.755","783740339600.78","829296989955.658","869460312641.723","908059753578.497","856782120211.942","",
"North America","NAC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10925794620195","10913820768139.9","11298107302553.1","11609016959353.7","12076576063108.1","12400810145445.3","12868587070536.3","13432469511641.6","14017258642210.8","14675279724700.9","15289840689962.6","15447452908688.1","15735772098856.4","16197405485679","16814074968103.3","17423828180682.1","17939202593423.4","18346367962081.5","18338468883720.4","17867102804265.3","18332654125942.5","18641006543565.5","19052257766445.7","19410903191192.7","19906529209122.8","20477912521274.8","20816209747054.1","21313968775144.3","21948580499053.2","22417729333066.3","21620537459586.6","",
"Namibia","NAM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8519975606.67398","9215683799.98911","9878230874.189","9722200349.29806","9890382698.9686","10276010126.923","10603950935.2885","11051448300.9282","11415216184.0749","11799826600.0698","12211898181.5372","12355748076.7622","12947422993.2093","13496367094.7313","15152310347.6682","15535552075.1448","16634408910.1102","17528349389.3099","17992817701.456","18046071208.4615","19135918469.9993","20110192785.2421","21128106807.62","22314390766.4197","23673899299.2519","24683395685.2363","24691737303.1004","24438091227.4492","24697121179.7855","24477786254.1529","22397137941.4318","",
"New Caledonia","NCL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9022817446.46578","8983163147.18197","9162893995.9442","9192366946.18433","9362865018.79515","9592933469.04032","9602577293.44504","9749254329.29881","10721509924.7757","10697969507.4992","10568686927.0574","11336833350.4408","11894432163.2244","12152613942.5641","12196825344.1179","13091080581.1411","13867519112.5577","14303336975.5225","15409187205.714","15711608053.3168","17059375990.1326","17461594610.776","19303608548.3332","20329620560.0922","21679941738.9431","22632265446.5212","23931559623.362","25128463060.5944","26940427030.8937","28541064717.3782","29562836661.6929","",
"Nigeria","NGA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310358599711.53","311470777836.836","325895590531.836","319263228179.704","313468841684.775","313241060282.361","326384417250.402","335970652075.625","344642908316.617","346656060234.375","364044102047.63","385587083999.677","444694328612.319","477366887957.523","521525989891.598","555104526933.413","588740686241.184","627545352358.029","669995486886.938","723842522354.13","781790864062.299","823287730557.914","858113305207.652","915360921849.015","973117620702.128","998931446583.028","982780034192.258","990700126987.351","1009748886411.97","1032048476445.27","1013530914845.45","",
"Nicaragua","NIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14415927943.5739","14388641259.7614","14444231282.9491","14387474691.575","14867689191.3319","15746653288.6213","16745663231.0514","17409905236.94","18056105462.5137","19326527709.715","20119222686.0621","20714921381.3162","20871099226.7593","21397203890.6237","22533859858.3989","23498849498.3961","24474803618.9256","25717305934.9607","26600629726.3538","25724720170.5611","26859304168.4125","28555928414.9726","30410928971.997","31909222416.2462","33436348998.9414","35038647692.5852","36637445219.4177","38334687318.9445","37045228177.4401","35683892140.8096","34978304052.8374","",
"Netherlands","NLD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545153271086.373","558450292099.653","567977850008.497","575120467717.308","592150317150.525","610601934122.13","631965321180.333","659323437432.31","690073736371.623","724812380543.623","755222916811.528","772796614892.407","774475697879.233","775681137534.12","791077987029.629","807302016462.365","835242650078.475","866755039931.981","885566439963.833","853093746422.164","864548571731.448","877959356777.055","868913267500.893","867782157148.544","880134128412.903","897377449761.458","917045394441.436","943739691874.959","966020584715.913","984911971364.286","947498750723.795","",
"Norway","NOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178721264647.708","184234317736.185","190819580970.505","196249017004.404","206170243558.163","214737630162.905","225534524765.624","237453106439.697","243684888029.973","248589931681.385","256557187340.384","261880211218.141","265667664613.687","268085521077.57","278726946784.841","286044699619.137","292909281632.51","301679828266.846","303116865084.238","297881975262.752","299972611720.336","302916646358.072","311104814913.78","314321865537.51","320512573926.354","326817467916.111","330319509832.647","337993790660.966","341775361449.658","344324316009.162","341854881688.749","",
